trade_number,session,decision_time,contract_id,side,entry_bid,entry_ask,premium_required,premium_cap,cash,daily_pnl_before,risk_passed,risk_reason,paper_pnl
323,2025-08-08,2025-08-08T14:00:00+00:00,SPXW-20250808-06350.000-C,CALL,31.0,31.2,3120.0,4000.0,96270.0,0.0,True,pass,230.00000000000009
324,2025-08-08,2025-08-08T14:27:00+00:00,SPXW-20250808-06350.000-C,CALL,32.9,33.2,3320.0,4000.0,96500.0,230.0,True,pass,209.99999999999943
325,2025-08-11,2025-08-11T14:01:00+00:00,SPXW-20250811-06365.000-C,CALL,31.0,31.3,3130.0,4000.0,96710.0,0.0,True,pass,-30.00000000000007
326,2025-08-11,2025-08-11T14:19:00+00:00,SPXW-20250811-06370.000-C,CALL,28.2,28.6,2860.0,4000.0,96680.0,-30.0,True,pass,-620.0000000000002
327,2025-08-11,2025-08-11T15:17:00+00:00,SPXW-20250811-06420.000-P,PUT,31.0,31.4,3140.0,4000.0,96060.0,-650.0,True,pass,0.0
328,2025-08-12,2025-08-12T14:00:00+00:00,SPXW-20250812-06410.000-P,PUT,24.1,24.4,2440.0,4000.0,96060.0,0.0,True,pass,340.0000000000002
329,2025-08-12,2025-08-12T14:13:00+00:00,SPXW-20250812-06370.000-C,CALL,34.4,34.9,3490.0,4000.0,96400.0,340.0,True,pass,760.0000000000001
330,2025-08-12,2025-08-12T14:26:00+00:00,SPXW-20250812-06380.000-C,CALL,33.0,33.4,3340.0,4000.0,97160.0,1100.0,True,pass,110.00000000000014
331,2025-08-12,2025-08-12T14:39:00+00:00,SPXW-20250812-06375.000-C,CALL,34.8,35.2,3520.0,4000.0,97270.0,1210.0,True,pass,359.99999999999943
332,2025-08-12,2025-08-12T14:48:00+00:00,SPXW-20250812-06380.000-C,CALL,34.0,34.4,3440.0,4000.0,97630.0,1570.0,True,pass,480.00000000000045
333,2025-08-12,2025-08-12T14:58:00+00:00,SPXW-20250812-06405.000-C,CALL,15.3,15.5,1550.0,4000.0,98110.0,2050.0,True,pass,619.9999999999999
334,2025-08-13,2025-08-13T14:00:00+00:00,SPXW-20250813-06485.000-P,PUT,14.7,14.9,1490.0,4000.0,98730.0,0.0,True,pass,259.99999999999994
335,2025-08-13,2025-08-13T14:31:00+00:00,SPXW-20250813-06475.000-P,PUT,17.7,18.0,1800.0,4000.0,98990.0,260.0,True,pass,239.99999999999983
336,2025-08-13,2025-08-13T15:21:00+00:00,SPXW-20250813-06430.000-C,CALL,26.3,26.6,2660.0,4000.0,99230.0,500.0,True,pass,279.9999999999997
337,2025-08-14,2025-08-14T14:01:00+00:00,SPXW-20250814-06430.000-C,CALL,31.1,31.4,3140.0,4000.0,99510.0,0.0,True,pass,70.00000000000028
338,2025-08-14,2025-08-14T14:26:00+00:00,SPXW-20250814-06430.000-C,CALL,28.8,29.2,2920.0,4000.0,99580.0,70.0,True,pass,540.0000000000002
339,2025-08-14,2025-08-14T14:31:00+00:00,SPXW-20250814-06440.000-C,CALL,25.8,26.0,2600.0,4000.0,100120.0,610.0,True,pass,110.00000000000014
340,2025-08-14,2025-08-14T14:52:00+00:00,SPXW-20250814-06440.000-C,CALL,30.8,31.1,3110.0,4000.0,100230.0,720.0,True,pass,-570.0000000000002
341,2025-08-15,2025-08-15T14:01:00+00:00,SPXW-20250815-06450.000-C,CALL,13.5,13.8,1380.0,4000.0,99660.0,0.0,True,pass,369.99999999999994
342,2025-08-15,2025-08-15T14:15:00+00:00,SPXW-20250815-06440.000-C,CALL,24.5,24.7,2470.0,4000.0,100030.0,370.0,True,pass,-289.9999999999999
343,2025-08-15,2025-08-15T14:56:00+00:00,SPXW-20250815-06425.000-C,CALL,29.1,29.5,2950.0,4000.0,99740.0,80.0,True,pass,19.99999999999993
344,2025-08-15,2025-08-15T15:11:00+00:00,SPXW-20250815-06430.000-C,CALL,24.6,24.9,2490.0,4000.0,99760.0,100.0,True,pass,190.00000000000023
345,2025-08-15,2025-08-15T15:16:00+00:00,SPXW-20250815-06430.000-C,CALL,26.5,27.0,2700.0,4000.0,99950.0,290.0,True,pass,230.00000000000009
346,2025-08-18,2025-08-18T14:05:00+00:00,SPXW-20250818-06430.000-C,CALL,21.3,21.5,2150.0,4000.0,100180.0,0.0,True,pass,-250.0
347,2025-08-18,2025-08-18T14:33:00+00:00,SPXW-20250818-06425.000-C,CALL,24.3,24.7,2470.0,4000.0,99930.0,-250.0,True,pass,10.000000000000142
348,2025-08-18,2025-08-18T14:37:00+00:00,SPXW-20250818-06445.000-C,CALL,9.5,9.6,960.0,4000.0,99940.0,-240.0,True,pass,-29.999999999999893
349,2025-08-18,2025-08-18T14:59:00+00:00,SPXW-20250818-06430.000-C,CALL,18.4,18.6,1860.0,4000.0,99910.0,-270.0,True,pass,309.9999999999998
350,2025-08-18,2025-08-18T15:22:00+00:00,SPXW-20250818-06425.000-C,CALL,23.6,24.0,2400.0,4000.0,100220.0,40.0,True,pass,-200.0
351,2025-08-19,2025-08-19T14:01:00+00:00,SPXW-20250819-06425.000-C,CALL,21.5,21.8,2180.0,4000.0,100020.0,0.0,True,pass,730.0000000000001
352,2025-08-19,2025-08-19T14:27:00+00:00,SPXW-20250819-06450.000-P,PUT,6.5,6.7,670.0,4000.0,100750.0,730.0,True,pass,339.99999999999994
353,2025-08-19,2025-08-19T15:01:00+00:00,SPXW-20250819-06435.000-P,PUT,15.6,15.8,1580.0,4000.0,101090.0,1070.0,True,pass,130.00000000000006
354,2025-08-19,2025-08-19T15:27:00+00:00,SPXW-20250819-06410.000-C,CALL,22.1,22.4,2240.0,4000.0,101220.0,1200.0,True,pass,270.0000000000003
355,2025-08-20,2025-08-20T14:02:00+00:00,SPXW-20250820-06345.000-C,CALL,33.7,33.9,3390.0,4000.0,101490.0,0.0,True,pass,-909.9999999999998
356,2025-08-20,2025-08-20T14:27:00+00:00,SPXW-20250820-06395.000-P,PUT,34.5,34.9,3490.0,4000.0,100580.0,-910.0,False,daily_loss_stop,910.0
357,2025-08-20,2025-08-20T14:38:00+00:00,SPXW-20250820-06330.000-C,CALL,30.2,30.5,3050.0,4000.0,101490.0,0.0,True,pass,-310.0000000000001
358,2025-08-20,2025-08-20T14:58:00+00:00,SPXW-20250820-06330.000-C,CALL,22.4,22.6,2260.0,4000.0,101180.0,-310.0,True,pass,1139.9999999999998
359,2025-08-20,2025-08-20T17:30:00+00:00,SPXW-20250820-06360.000-C,CALL,22.4,22.7,2270.0,4000.0,102320.0,830.0,True,pass,780.0000000000001
360,2025-08-21,2025-08-21T14:01:00+00:00,SPXW-20250821-06345.000-C,CALL,32.4,32.6,3260.0,4000.0,103100.0,0.0,True,pass,950.0
361,2025-08-21,2025-08-21T14:09:00+00:00,SPXW-20250821-06355.000-C,CALL,33.6,33.8,3380.0,4000.0,104050.0,950.0,True,pass,550.0
362,2025-08-21,2025-08-21T14:27:00+00:00,SPXW-20250821-06360.000-C,CALL,32.5,32.7,3270.0,4000.0,104600.0,1500.0,True,pass,319.99999999999955
363,2025-08-21,2025-08-21T15:05:00+00:00,SPXW-20250821-06400.000-P,PUT,20.1,20.3,2030.0,4000.0,104920.0,1820.0,True,pass,259.9999999999998
364,2025-08-22,2025-08-22T14:00:00+00:00,SPXW-20250822-06390.000-C,CALL,29.2,29.6,2960.0,4000.0,105180.0,0.0,True,pass,3390.0
365,2025-08-22,2025-08-22T14:08:00+00:00,SPXW-20250822-06425.000-C,CALL,33.2,33.5,3350.0,4000.0,108570.0,3390.0,True,pass,450.0
366,2025-08-22,2025-08-22T14:24:00+00:00,SPXW-20250822-06425.000-C,CALL,30.4,30.7,3070.0,4000.0,109020.0,3840.0,True,pass,830.0000000000001
367,2025-08-22,2025-08-22T14:50:00+00:00,SPXW-20250822-06440.000-C,CALL,32.9,33.2,3320.0,4000.0,109850.0,4670.0,True,pass,269.99999999999955
368,2025-08-25,2025-08-25T14:01:00+00:00,SPXW-20250825-06425.000-C,CALL,32.2,32.5,3250.0,4000.0,110120.0,0.0,True,pass,60.00000000000014
369,2025-08-25,2025-08-25T14:27:00+00:00,SPXW-20250825-06445.000-C,CALL,13.1,13.3,1330.0,4000.0,110180.0,60.0,True,pass,50.0
370,2025-08-25,2025-08-25T14:49:00+00:00,SPXW-20250825-06450.000-C,CALL,10.2,10.3,1030.0,4000.0,110230.0,110.0,True,pass,339.9999999999999
371,2025-08-26,2025-08-26T14:00:00+00:00,SPXW-20250826-06420.000-C,CALL,21.9,22.2,2220.0,4000.0,110570.0,0.0,True,pass,460.0000000000001
372,2025-08-26,2025-08-26T14:25:00+00:00,SPXW-20250826-06415.000-C,CALL,31.4,31.7,3170.0,4000.0,111030.0,460.0,True,pass,-450.0
373,2025-08-26,2025-08-26T15:14:00+00:00,SPXW-20250826-06410.000-C,CALL,31.4,31.8,3180.0,4000.0,110580.0,10.0,True,pass,90.00000000000021
374,2025-08-27,2025-08-27T14:02:00+00:00,SPXW-20250827-06450.000-C,CALL,20.0,20.2,2020.0,4000.0,110670.0,0.0,True,pass,200.0
375,2025-08-27,2025-08-27T14:19:00+00:00,SPXW-20250827-06440.000-C,CALL,33.4,33.8,3380.0,4000.0,110870.0,200.0,True,pass,240.00000000000057
376,2025-08-27,2025-08-27T14:33:00+00:00,SPXW-20250827-06465.000-C,CALL,14.0,14.2,1420.0,4000.0,111110.0,440.0,True,pass,-79.99999999999989
377,2025-08-28,2025-08-28T14:00:00+00:00,SPXW-20250828-06495.000-P,PUT,25.2,25.7,2570.0,4000.0,111030.0,0.0,True,pass,-180.00000000000006
378,2025-08-28,2025-08-28T14:33:00+00:00,SPXW-20250828-06465.000-C,CALL,16.0,16.2,1620.0,4000.0,110850.0,-180.0,True,pass,600.0
379,2025-08-28,2025-08-28T15:10:00+00:00,SPXW-20250828-06470.000-C,CALL,15.7,15.8,1580.0,4000.0,111450.0,420.0,True,pass,-20.000000000000107
380,2025-08-29,2025-08-29T14:04:00+00:00,SPXW-20250829-06470.000-P,PUT,16.0,16.1,1610.0,4000.0,111430.0,0.0,True,pass,679.9999999999998
381,2025-08-29,2025-08-29T14:08:00+00:00,SPXW-20250829-06485.000-P,PUT,32.8,33.1,3310.0,4000.0,112110.0,680.0,True,pass,169.99999999999957
382,2025-08-29,2025-08-29T14:13:00+00:00,SPXW-20250829-06425.000-C,CALL,32.8,33.1,3310.0,4000.0,112280.0,850.0,True,pass,219.99999999999957
383,2025-08-29,2025-08-29T14:33:00+00:00,SPXW-20250829-06435.000-C,CALL,28.9,29.1,2910.0,4000.0,112500.0,1070.0,True,pass,189.99999999999983
384,2025-08-29,2025-08-29T14:55:00+00:00,SPXW-20250829-06420.000-C,CALL,33.3,33.7,3370.0,4000.0,112690.0,1260.0,True,pass,229.99999999999972
385,2025-08-29,2025-08-29T15:26:00+00:00,SPXW-20250829-06435.000-C,CALL,26.0,26.2,2620.0,4000.0,112920.0,1490.0,True,pass,-580.0000000000001
386,2025-09-02,2025-09-02T14:00:00+00:00,SPXW-20250902-06405.000-C,CALL,13.8,14.2,1420.0,4000.0,112340.0,0.0,True,pass,0.0
387,2025-09-02,2025-09-02T14:28:00+00:00,SPXW-20250902-06380.000-C,CALL,22.5,22.7,2270.0,4000.0,112340.0,0.0,True,pass,580.0000000000001
388,2025-09-02,2025-09-02T14:36:00+00:00,SPXW-20250902-06375.000-C,CALL,32.7,33.1,3310.0,4000.0,112920.0,580.0,True,pass,-1390.0000000000002
389,2025-09-03,2025-09-03T14:18:00+00:00,SPXW-20250903-06440.000-C,CALL,6.2,6.3,630.0,4000.0,111530.0,0.0,True,pass,220.00000000000003
390,2025-09-03,2025-09-03T14:23:00+00:00,SPXW-20250903-06415.000-C,CALL,27.8,28.1,2810.0,4000.0,111750.0,220.0,True,pass,209.99999999999977
391,2025-09-03,2025-09-03T14:31:00+00:00,SPXW-20250903-06420.000-C,CALL,23.0,23.2,2320.0,4000.0,111960.0,430.0,True,pass,340.0000000000002
392,2025-09-03,2025-09-03T14:43:00+00:00,SPXW-20250903-06440.000-C,CALL,12.8,13.0,1300.0,4000.0,112300.0,770.0,True,pass,159.99999999999997
393,2025-09-03,2025-09-03T15:24:00+00:00,SPXW-20250903-06410.000-C,CALL,34.3,34.6,3460.0,4000.0,112460.0,930.0,True,pass,-480.00000000000006
394,2025-09-04,2025-09-04T14:01:00+00:00,SPXW-20250904-06470.000-P,PUT,14.7,14.9,1490.0,4000.0,111980.0,0.0,True,pass,420.0000000000001
395,2025-09-04,2025-09-04T14:23:00+00:00,SPXW-20250904-06445.000-C,CALL,14.4,14.6,1460.0,4000.0,112400.0,420.0,True,pass,560.0
396,2025-09-04,2025-09-04T14:28:00+00:00,SPXW-20250904-06430.000-C,CALL,29.3,29.7,2970.0,4000.0,112960.0,980.0,True,pass,540.0000000000002
397,2025-09-04,2025-09-04T14:35:00+00:00,SPXW-20250904-06435.000-C,CALL,29.3,29.7,2970.0,4000.0,113500.0,1520.0,True,pass,359.9999999999998
398,2025-09-04,2025-09-04T14:53:00+00:00,SPXW-20250904-06435.000-C,CALL,32.6,33.0,3300.0,4000.0,113860.0,1880.0,True,pass,70.00000000000028
399,2025-09-04,2025-09-04T15:17:00+00:00,SPXW-20250904-06450.000-C,CALL,21.5,21.8,2180.0,4000.0,113930.0,1950.0,True,pass,400.0
400,2025-09-05,2025-09-05T14:00:00+00:00,SPXW-20250905-06515.000-P,PUT,9.1,9.3,930.0,4000.0,114330.0,0.0,True,pass,359.99999999999994
401,2025-09-05,2025-09-05T14:05:00+00:00,SPXW-20250905-06510.000-P,PUT,9.5,9.6,960.0,4000.0,114690.0,360.0,True,pass,290.00000000000006
402,2025-09-05,2025-09-05T14:15:00+00:00,SPXW-20250905-06520.000-P,PUT,23.9,24.2,2420.0,4000.0,114980.0,650.0,True,pass,450.0
403,2025-09-05,2025-09-05T14:21:00+00:00,SPXW-20250905-06515.000-P,PUT,26.2,26.4,2640.0,4000.0,115430.0,1100.0,True,pass,1280.0000000000005
404,2025-09-05,2025-09-05T14:26:00+00:00,SPXW-20250905-06485.000-P,PUT,18.1,18.3,1830.0,4000.0,116710.0,2380.0,True,pass,480.00000000000006
405,2025-09-05,2025-09-05T14:30:00+00:00,SPXW-20250905-06480.000-P,PUT,17.4,17.6,1760.0,4000.0,117190.0,2860.0,True,pass,59.99999999999979
406,2025-09-05,2025-09-05T14:41:00+00:00,SPXW-20250905-06465.000-P,PUT,13.3,13.5,1350.0,4000.0,117250.0,2920.0,True,pass,460.0000000000001
407,2025-09-05,2025-09-05T14:48:00+00:00,SPXW-20250905-06470.000-P,PUT,21.2,21.4,2140.0,4000.0,117710.0,3380.0,True,pass,400.0
408,2025-09-05,2025-09-05T14:52:00+00:00,SPXW-20250905-06440.000-C,CALL,29.0,29.3,2930.0,4000.0,118110.0,3780.0,True,pass,349.99999999999966
409,2025-09-05,2025-09-05T15:20:00+00:00,SPXW-20250905-06435.000-C,CALL,31.1,31.4,3140.0,4000.0,118460.0,4130.0,True,pass,510.0000000000001
410,2025-09-05,2025-09-05T15:27:00+00:00,SPXW-20250905-06440.000-C,CALL,30.8,31.1,3110.0,4000.0,118970.0,4640.0,True,pass,469.99999999999955
411,2025-09-08,2025-09-08T14:01:00+00:00,SPXW-20250908-06495.000-P,PUT,9.6,9.8,980.0,4000.0,119440.0,0.0,True,pass,-20.000000000000107
412,2025-09-08,2025-09-08T14:07:00+00:00,SPXW-20250908-06465.000-C,CALL,31.3,31.7,3170.0,4000.0,119420.0,-20.0,True,pass,380.00000000000006
413,2025-09-08,2025-09-08T14:36:00+00:00,SPXW-20250908-06475.000-C,CALL,25.0,25.4,2540.0,4000.0,119800.0,360.0,True,pass,230.00000000000009
414,2025-09-08,2025-09-08T14:46:00+00:00,SPXW-20250908-06490.000-C,CALL,15.6,15.8,1580.0,4000.0,120030.0,590.0,True,pass,339.9999999999999
415,2025-09-08,2025-09-08T18:15:00+00:00,SPXW-20250908-06475.000-C,CALL,15.6,16.0,1600.0,4000.0,120370.0,930.0,True,pass,450.0
416,2025-09-09,2025-09-09T14:10:00+00:00,SPXW-20250909-06485.000-C,CALL,20.6,20.8,2080.0,4000.0,120820.0,0.0,True,pass,269.99999999999994
417,2025-09-09,2025-09-09T14:35:00+00:00,SPXW-20250909-06495.000-P,PUT,13.9,14.1,1410.0,4000.0,121090.0,270.0,True,pass,-29.999999999999893
418,2025-09-09,2025-09-09T15:15:00+00:00,SPXW-20250909-06475.000-C,CALL,20.7,21.0,2100.0,4000.0,121060.0,240.0,True,pass,130.00000000000006
419,2025-09-10,2025-09-10T14:00:00+00:00,SPXW-20250910-06535.000-C,CALL,16.1,16.3,1630.0,4000.0,121190.0,0.0,True,pass,550.0
420,2025-09-10,2025-09-10T14:21:00+00:00,SPXW-20250910-06535.000-C,CALL,21.3,21.5,2150.0,4000.0,121740.0,550.0,True,pass,-469.99999999999994
421,2025-09-10,2025-09-10T14:47:00+00:00,SPXW-20250910-06530.000-C,CALL,20.3,20.5,2050.0,4000.0,121270.0,80.0,True,pass,-519.9999999999999
422,2025-09-11,2025-09-11T14:00:00+00:00,SPXW-20250911-06545.000-C,CALL,25.2,25.5,2550.0,4000.0,120750.0,0.0,True,pass,539.9999999999999
423,2025-09-11,2025-09-11T14:11:00+00:00,SPXW-20250911-06540.000-C,CALL,30.8,31.0,3100.0,4000.0,121290.0,540.0,True,pass,89.99999999999986
424,2025-09-11,2025-09-11T14:30:00+00:00,SPXW-20250911-06540.000-C,CALL,32.8,33.2,3320.0,4000.0,121380.0,630.0,True,pass,450.0
425,2025-09-11,2025-09-11T14:39:00+00:00,SPXW-20250911-06550.000-C,CALL,29.5,29.7,2970.0,4000.0,121830.0,1080.0,True,pass,180.00000000000006
426,2025-09-11,2025-09-11T15:25:00+00:00,SPXW-20250911-06555.000-C,CALL,30.4,30.8,3080.0,4000.0,122010.0,1260.0,True,pass,19.99999999999993
427,2025-09-12,2025-09-12T14:02:00+00:00,SPXW-20250912-06560.000-C,CALL,29.0,29.3,2930.0,4000.0,122030.0,0.0,True,pass,189.99999999999983
428,2025-09-12,2025-09-12T14:21:00+00:00,SPXW-20250912-06565.000-C,CALL,24.0,24.3,2430.0,4000.0,122220.0,190.0,True,pass,169.99999999999994
429,2025-09-12,2025-09-12T14:28:00+00:00,SPXW-20250912-06555.000-C,CALL,34.2,34.5,3450.0,4000.0,122390.0,360.0,True,pass,100.0
430,2025-09-12,2025-09-12T14:42:00+00:00,SPXW-20250912-06565.000-C,CALL,24.3,24.6,2460.0,4000.0,122490.0,460.0,True,pass,169.99999999999994
431,2025-09-12,2025-09-12T14:49:00+00:00,SPXW-20250912-06575.000-C,CALL,17.0,17.2,1720.0,4000.0,122660.0,630.0,True,pass,10.000000000000142
432,2025-09-15,2025-09-15T14:06:00+00:00,SPXW-20250915-06580.000-C,CALL,32.1,32.4,3240.0,4000.0,122670.0,0.0,True,pass,10.000000000000142
433,2025-09-15,2025-09-15T14:39:00+00:00,SPXW-20250915-06590.000-C,CALL,24.9,25.1,2510.0,4000.0,122680.0,10.0,True,pass,359.9999999999998
434,2025-09-15,2025-09-15T17:39:00+00:00,SPXW-20250915-06590.000-C,CALL,20.7,21.0,2100.0,4000.0,123040.0,370.0,True,pass,100.0
435,2025-09-16,2025-09-16T14:17:00+00:00,SPXW-20250916-06585.000-C,CALL,26.9,27.2,2720.0,4000.0,123140.0,0.0,True,pass,110.00000000000014
436,2025-09-16,2025-09-16T15:10:00+00:00,SPXW-20250916-06580.000-C,CALL,28.7,29.1,2910.0,4000.0,123250.0,110.0,True,pass,-460.0000000000001
437,2025-09-17,2025-09-17T18:10:00+00:00,SPXW-20250917-06635.000-P,PUT,33.0,33.4,3340.0,4000.0,122790.0,0.0,True,pass,300.0
438,2025-09-17,2025-09-17T18:13:00+00:00,SPXW-20250917-06625.000-P,PUT,32.2,32.4,3240.0,4000.0,123090.0,300.0,True,pass,1200.0
439,2025-09-17,2025-09-17T18:39:00+00:00,SPXW-20250917-06600.000-P,PUT,22.8,23.0,2300.0,4000.0,124290.0,1500.0,True,pass,860.0000000000001
440,2025-09-17,2025-09-17T18:42:00+00:00,SPXW-20250917-06595.000-P,PUT,24.0,24.3,2430.0,4000.0,125150.0,2360.0,True,pass,539.9999999999999
441,2025-09-17,2025-09-17T18:45:00+00:00,SPXW-20250917-06590.000-P,PUT,25.0,25.3,2530.0,4000.0,125690.0,2900.0,True,pass,709.9999999999998
442,2025-09-17,2025-09-17T18:48:00+00:00,SPXW-20250917-06550.000-C,CALL,31.2,31.6,3160.0,4000.0,126400.0,3610.0,True,pass,469.99999999999955
443,2025-09-17,2025-09-17T19:01:00+00:00,SPXW-20250917-06585.000-C,CALL,15.6,15.9,1590.0,4000.0,126870.0,4080.0,True,pass,670.0000000000001
444,2025-09-17,2025-09-17T19:05:00+00:00,SPXW-20250917-06570.000-C,CALL,31.0,31.5,3150.0,4000.0,127540.0,4750.0,True,pass,170.00000000000028
445,2025-09-18,2025-09-18T14:00:00+00:00,SPXW-20250918-06605.000-C,CALL,28.5,28.8,2880.0,4000.0,127710.0,0.0,True,pass,440.0000000000002
446,2025-09-18,2025-09-18T14:06:00+00:00,SPXW-20250918-06630.000-C,CALL,16.7,16.8,1680.0,4000.0,128150.0,440.0,True,pass,769.9999999999999
447,2025-09-18,2025-09-18T14:25:00+00:00,SPXW-20250918-06625.000-C,CALL,27.8,28.1,2810.0,4000.0,128920.0,1210.0,True,pass,469.99999999999955
448,2025-09-18,2025-09-18T14:46:00+00:00,SPXW-20250918-06630.000-C,CALL,17.7,17.9,1790.0,4000.0,129390.0,1680.0,True,pass,-429.9999999999999
449,2025-09-18,2025-09-18T15:11:00+00:00,SPXW-20250918-06620.000-C,CALL,20.9,21.1,2110.0,4000.0,128960.0,1250.0,True,pass,89.99999999999986
450,2025-09-18,2025-09-18T15:24:00+00:00,SPXW-20250918-06610.000-C,CALL,33.4,33.7,3370.0,4000.0,129050.0,1340.0,True,pass,229.99999999999972
451,2025-09-19,2025-09-19T14:01:00+00:00,SPXW-20250919-06615.000-C,CALL,34.1,34.5,3450.0,4000.0,129280.0,0.0,True,pass,179.99999999999972
452,2025-09-19,2025-09-19T14:29:00+00:00,SPXW-20250919-06670.000-P,PUT,24.3,24.7,2470.0,4000.0,129460.0,180.0,True,pass,50.0
453,2025-09-19,2025-09-19T17:30:00+00:00,SPXW-20250919-06620.000-C,CALL,32.1,32.4,3240.0,4000.0,129510.0,230.0,True,pass,230.00000000000043
454,2025-09-19,2025-09-19T17:59:00+00:00,SPXW-20250919-06635.000-C,CALL,18.5,18.8,1880.0,4000.0,129740.0,460.0,True,pass,59.99999999999979
455,2025-09-22,2025-09-22T14:01:00+00:00,SPXW-20250922-06650.000-C,CALL,12.3,12.5,1250.0,4000.0,129800.0,0.0,True,pass,269.99999999999994
456,2025-09-22,2025-09-22T14:29:00+00:00,SPXW-20250922-06655.000-C,CALL,13.6,13.7,1370.0,4000.0,130070.0,270.0,True,pass,869.9999999999999
457,2025-09-22,2025-09-22T15:06:00+00:00,SPXW-20250922-06645.000-C,CALL,30.6,31.0,3100.0,4000.0,130940.0,1140.0,True,pass,170.00000000000028
458,2025-09-23,2025-09-23T14:09:00+00:00,SPXW-20250923-06680.000-C,CALL,18.2,18.4,1840.0,4000.0,131110.0,0.0,True,pass,120.00000000000028
459,2025-09-23,2025-09-23T14:56:00+00:00,SPXW-20250923-06710.000-P,PUT,18.2,18.5,1850.0,4000.0,131230.0,120.0,True,pass,180.00000000000006
460,2025-09-23,2025-09-23T17:30:00+00:00,SPXW-20250923-06690.000-P,PUT,27.1,27.5,2750.0,4000.0,131410.0,300.0,True,pass,180.00000000000006
461,2025-09-23,2025-09-23T17:37:00+00:00,SPXW-20250923-06665.000-P,PUT,13.3,13.5,1350.0,4000.0,131590.0,480.0,True,pass,639.9999999999999
462,2025-09-23,2025-09-23T17:48:00+00:00,SPXW-20250923-06640.000-C,CALL,17.9,18.0,1800.0,4000.0,132230.0,1120.0,True,pass,310.0000000000001
463,2025-09-23,2025-09-23T17:56:00+00:00,SPXW-20250923-06670.000-P,PUT,16.0,16.2,1620.0,4000.0,132540.0,1430.0,True,pass,40.00000000000021
464,2025-09-23,2025-09-23T18:33:00+00:00,SPXW-20250923-06625.000-C,CALL,32.3,32.7,3270.0,4000.0,132580.0,1470.0,True,pass,109.99999999999945
465,2025-09-24,2025-09-24T14:05:00+00:00,SPXW-20250924-06665.000-P,PUT,12.2,12.4,1240.0,4000.0,132690.0,0.0,True,pass,209.99999999999997
466,2025-09-24,2025-09-24T14:49:00+00:00,SPXW-20250924-06635.000-C,CALL,27.2,27.6,2760.0,4000.0,132900.0,210.0,True,pass,-100.0
467,2025-09-24,2025-09-24T17:30:00+00:00,SPXW-20250924-06625.000-C,CALL,16.1,16.5,1650.0,4000.0,132800.0,110.0,True,pass,89.99999999999986
468,2025-09-25,2025-09-25T14:00:00+00:00,SPXW-20250925-06610.000-P,PUT,31.7,32.1,3210.0,4000.0,132890.0,0.0,True,pass,-1610.0000000000002
469,2025-09-25,2025-09-25T14:15:00+00:00,SPXW-20250925-06585.000-C,CALL,26.7,26.8,2680.0,4000.0,131280.0,-1610.0,False,daily_loss_stop,590.0000000000002
470,2025-09-25,2025-09-25T14:25:00+00:00,SPXW-20250925-06585.000-C,CALL,34.2,34.5,3450.0,4000.0,131870.0,-1020.0,False,daily_loss_stop,-179.99999999999972
471,2025-09-26,2025-09-26T14:03:00+00:00,SPXW-20250926-06645.000-P,PUT,13.8,14.0,1400.0,4000.0,131690.0,0.0,True,pass,239.99999999999983
472,2025-09-26,2025-09-26T14:07:00+00:00,SPXW-20250926-06650.000-P,PUT,25.1,25.4,2540.0,4000.0,131930.0,240.0,True,pass,340.0000000000002
473,2025-09-26,2025-09-26T14:13:00+00:00,SPXW-20250926-06640.000-P,PUT,21.5,21.7,2170.0,4000.0,132270.0,580.0,True,pass,390.0000000000002
474,2025-09-26,2025-09-26T14:16:00+00:00,SPXW-20250926-06590.000-C,CALL,33.3,33.6,3360.0,4000.0,132660.0,970.0,True,pass,339.9999999999999
475,2025-09-26,2025-09-26T14:30:00+00:00,SPXW-20250926-06625.000-P,PUT,19.9,20.1,2010.0,4000.0,133000.0,1310.0,True,pass,219.99999999999991
476,2025-09-26,2025-09-26T14:38:00+00:00,SPXW-20250926-06590.000-C,CALL,29.1,29.3,2930.0,4000.0,133220.0,1530.0,True,pass,849.9999999999997
477,2025-09-26,2025-09-26T14:44:00+00:00,SPXW-20250926-06655.000-P,PUT,33.6,34.0,3400.0,4000.0,134070.0,2380.0,True,pass,1389.9999999999998
478,2025-09-26,2025-09-26T15:19:00+00:00,SPXW-20250926-06585.000-C,CALL,33.3,33.7,3370.0,4000.0,135460.0,3770.0,True,pass,79.99999999999972
479,2025-09-26,2025-09-26T15:25:00+00:00,SPXW-20250926-06595.000-C,CALL,25.2,25.4,2540.0,4000.0,135540.0,3850.0,True,pass,480.00000000000006
480,2025-09-29,2025-09-29T14:06:00+00:00,SPXW-20250929-06645.000-C,CALL,25.8,26.1,2610.0,4000.0,136020.0,0.0,True,pass,429.9999999999997
481,2025-09-29,2025-09-29T14:09:00+00:00,SPXW-20250929-06665.000-C,CALL,13.9,14.0,1400.0,4000.0,136450.0,430.0,True,pass,-50.0
482,2025-09-30,2025-09-30T14:02:00+00:00,SPXW-20250930-06630.000-C,CALL,30.8,31.0,3100.0,4000.0,136400.0,0.0,True,pass,0.0
483,2025-09-30,2025-09-30T14:28:00+00:00,SPXW-20250930-06670.000-P,PUT,19.9,20.1,2010.0,4000.0,136400.0,0.0,True,pass,89.99999999999986
484,2025-09-30,2025-09-30T14:30:00+00:00,SPXW-20250930-06625.000-C,CALL,31.7,32.0,3200.0,4000.0,136490.0,90.0,True,pass,150.0
